p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TMEM159	2.76024004471084e-32	0.648492746704322	0.621	0.285	5.12107335495202e-28
UFC1	3.25708071523576e-32	0.618033741875788	0.82	0.576	6.04286185097691e-28
AP2B1	3.50151976379571e-32	-0.432554625074226	0.19	0.486	6.49636961777018e-28
COX7C	3.64335408207446e-32	-0.31492166182944	0.999	1	6.75951482847274e-28
C11orf74	3.8081614710228e-32	-0.281149517411228	0.077	0.299	7.0652819771886e-28
NDUFA7	3.94153176297007e-32	-0.589704655298128	0.473	0.75	7.31272387983837e-28
KIFAP3	3.95948820540302e-32	-0.206124900641677	0.028	0.181	7.34603846748422e-28
TTYH1	3.99468584092814e-32	-0.240678276158165	0.026	0.174	7.41134064067398e-28
HTT	4.05256738266607e-32	-0.290092239464397	0.072	0.288	7.51872826506036e-28
SEC63	4.16062595331971e-32	-0.512482993731816	0.316	0.632	7.71920933119405e-28
CDK6	4.34100662402853e-32	-0.65562217272232	0.346	0.639	8.05386958956013e-28
PLXND1	4.43226822316023e-32	-0.241491022384351	0.043	0.222	8.22318723442918e-28
SHMT2	4.63318987867744e-32	-0.524701544052191	0.405	0.722	8.59595718191026e-28
MCRIP2	5.44893660139603e-32	0.618524161217944	0.903	0.781	1.01094120765701e-27
COLGALT2	5.81162237559429e-32	-0.363528271002221	0.104	0.347	1.07823029934401e-27
FAR1	8.39415455642868e-32	-0.429791456983883	0.21	0.514	1.55736749485421e-27
BOD1L1	8.56620674104832e-32	-0.548003942543387	0.403	0.719	1.5892883366667e-27
PLTP	9.80072684542185e-32	-0.440643978640146	0.109	0.354	1.81832885163112e-27
KLHL23	1.01177552940338e-31	-0.364612053152933	0.126	0.385	1.87714713970208e-27
RALY	1.06080424066824e-31	0.607692995785376	0.821	0.576	1.96811010771178e-27
SMIM26	1.16846818513064e-31	0.556700286624348	0.91	0.795	2.16785902387287e-27
HLA-B	1.234670516413e-31	-0.612627649337126	0.984	0.997	2.29068420910104e-27
CRNDE	1.38508354598703e-31	-0.469039210871936	0.266	0.58	2.56974550286974e-27
TMEM50A	1.44414297547291e-31	0.658794290942832	0.906	0.823	2.67931846239489e-27
NAV2	1.5863293056266e-31	-0.191460727605312	0.023	0.163	2.94311676072903e-27
B4GALT6	1.59533652217179e-31	-0.144262621468546	0.008	0.108	2.95982784958532e-27
ATP6V0E2	1.67609477106936e-31	-0.389191563181224	0.2	0.503	3.10965862876498e-27
GADD45A	1.68004894214642e-31	0.82845352154616	0.807	0.528	3.11699480236424e-27
CCDC88A	1.73207712756127e-31	-0.399894448665075	0.144	0.413	3.21352269476442e-27
VNN1	1.85793462941655e-31	-0.330868855671411	0.055	0.247	3.44702611795652e-27
VAPA	1.90695795800486e-31	0.554741539319217	0.976	0.948	3.53797909948642e-27
PHLDB1	1.97662975626306e-31	-0.163078092383635	0.014	0.132	3.66724118679486e-27
FZD3	2.19008632456652e-31	-0.190777105566184	0.022	0.16	4.06326715796826e-27
SNHG7	2.30595120541947e-31	0.694598935121402	0.957	0.868	4.27823127141474e-27
SPATS2	2.35956498950086e-31	-0.470066437743032	0.284	0.594	4.37770092502094e-27
C16orf86	2.76896289303355e-31	-0.14243526841754	0.01	0.115	5.13725685544514e-27
PIP5KL1	3.46812807712692e-31	-0.212765841625879	0.033	0.191	6.43441802149358e-27
TALDO1	3.48553256753081e-31	-0.505703802662072	0.962	0.983	6.46670857253991e-27
MCF2L-AS1	4.10499440704916e-31	-0.257184365149197	0.055	0.247	7.6159961233983e-27
TMEM45B	4.70319146407739e-31	0.696205201525827	0.768	0.483	8.72583112330278e-27
SPECC1	4.75722158668022e-31	-0.376738792654668	0.166	0.451	8.82607320976782e-27
HDAC7	5.10828818459138e-31	-0.339862266228587	0.096	0.33	9.47740706887239e-27
ST5	5.10905542760709e-31	-0.433043636371499	0.186	0.469	9.47883053483943e-27
PIGN	5.22895174634452e-31	-0.253215462946252	0.057	0.25	9.70127417499299e-27
SEPT2	5.32665460716265e-31	-0.500149513905225	0.45	0.747	9.88254229266887e-27
WDR54	5.69900236203166e-31	-0.416105527018206	0.162	0.438	1.05733590822773e-26
SPINK1	5.75182831387243e-31	1.1291820904207	0.476	0.104	1.06713670707275e-26
COMTD1	5.85621600902566e-31	-0.540492778837875	0.446	0.722	1.08650375615453e-26
EIF6	6.21981529341798e-31	0.559534282116407	0.942	0.872	1.15396233138784e-26
EIF4G1	6.43520854435693e-31	-0.517853385016221	0.368	0.681	1.19392424123454e-26
UBE2Q2	6.86652861796821e-31	-0.168242571120872	0.015	0.135	1.27394705449164e-26
FNDC4	6.87408727189127e-31	-0.315014518443264	0.092	0.323	1.27534941155399e-26
IFT74	7.24293491865799e-31	-0.288400585762305	0.089	0.319	1.34378171545862e-26
SERPINB5	8.40225439228928e-31	0.695582667520696	0.453	0.104	1.55887025740143e-26
PARD6B	9.09511944127147e-31	0.675758219361292	0.609	0.267	1.6874175099391e-26
DYNLT1	9.21767163693096e-31	-0.562549549323807	0.809	0.938	1.7101546187998e-26
EIF2AK4	9.44496180939491e-31	-0.461171054341177	0.292	0.604	1.75232376449704e-26
SLC22A3	9.46373502814265e-31	-0.199940617948819	0.022	0.156	1.75580675977131e-26
ELOVL6	1.02792753579575e-30	-0.294027328623675	0.085	0.309	1.90711395716186e-26
GPC4	1.28618047836963e-30	-0.215742312747453	0.031	0.184	2.38625064151918e-26
HMGCS2	1.58469505863889e-30	-0.180245551528577	0.017	0.139	2.94008474229273e-26
KLK1	1.61171423191815e-30	0.763918573993826	0.631	0.309	2.99021341447775e-26
CD63	1.80510227962505e-30	-0.386288363094198	0.999	1	3.34900625938835e-26
CHKB	1.93072549891824e-30	-0.247650926081748	0.052	0.236	3.58207501814301e-26
MAP2K2	2.01002426611937e-30	0.576404232830698	0.939	0.868	3.72919802093127e-26
MT2A	2.14136918251032e-30	-0.532214103617093	0.172	0.451	3.9728822443114e-26
NDRG1	2.22514209658117e-30	0.980930911831797	0.685	0.396	4.12830613178704e-26
ZNF593	2.5480433584709e-30	0.639626908899362	0.749	0.5	4.72738484297107e-26
EMP2	2.56971043143485e-30	-0.579325735643964	0.603	0.84	4.76758376344107e-26
CTDSPL	2.60253057220239e-30	-0.456003011292105	0.348	0.677	4.82847497060709e-26
C4orf3	2.79729063148627e-30	0.732636195722099	0.864	0.705	5.18981330859648e-26
EIF2S2	3.30642436728129e-30	0.573826687732054	0.962	0.917	6.13440912861697e-26
ATP8A1	3.96439097789629e-30	-0.183969224766124	0.02	0.149	7.35513458129099e-26
NME3	4.13330139825783e-30	0.613193716742688	0.875	0.76	7.66851408418775e-26
KLHL9	4.56879856694836e-30	-0.244221832431869	0.051	0.233	8.47649198125929e-26
SCARB2	4.86058377115537e-30	0.867587177866669	0.736	0.486	9.01784107062457e-26
CES3	7.04677207569126e-30	-0.153422908323576	0.012	0.118	1.307387623203e-25
KIAA1468	7.41537607374228e-30	-0.264508417188059	0.058	0.247	1.37577472296141e-25
ENO1	7.55594872212476e-30	-0.470034285462643	0.978	0.997	1.40185516641581e-25
GSN	7.71615358162537e-30	-0.760783065107823	0.55	0.795	1.43157797399895e-25
MMADHC	8.01990490222108e-30	0.60412291186842	0.714	0.427	1.48793295650908e-25
ATP5MF	8.66489788234665e-30	-0.528523316339775	0.894	0.962	1.60759850411177e-25
FXYD3	8.77906061221052e-30	-0.644541257910609	0.981	1	1.62877911538342e-25
RRAGA	9.12458838602422e-30	-0.397411397742868	0.231	0.535	1.69288488325907e-25
RCAN1	9.66129086354747e-30	0.781634597083147	0.456	0.115	1.79245929391396e-25
PSMD1	9.839881209512e-30	-0.523875343881776	0.297	0.59	1.82559316080076e-25
KCTD17	1.13341767866768e-29	-0.26919251143135	0.062	0.257	2.10282981923215e-25
ROCK2	1.18990126754033e-29	-0.521073606693178	0.349	0.649	2.20762382166757e-25
RAP2B	1.27571009584275e-29	0.649650136943427	0.545	0.194	2.36682494081705e-25
GFER	1.38988426896412e-29	0.603800034892667	0.649	0.351	2.57865228420913e-25
DBNL	1.52673863007686e-29	-0.413505272462453	0.251	0.556	2.8325581803816e-25
SOAT1	1.6723295703542e-29	-0.223461933384178	0.036	0.194	3.10267305187815e-25
SPEF2	1.91086995242455e-29	-0.153015335132561	0.014	0.128	3.54523702273327e-25
MYO5C	1.96702426912549e-29	-0.323211446167978	0.105	0.34	3.64942012650852e-25
ARF4	1.97179414537126e-29	0.590551119901224	0.826	0.597	3.65826967790729e-25
HSPA2	2.58351121666639e-29	-0.269630868899622	0.066	0.264	4.79318836028115e-25
GBP4	2.94200511039425e-29	-0.188373614729752	0.023	0.156	5.45830208131445e-25
SYF2	3.33553531245779e-29	0.648099287606329	0.809	0.58	6.18841866520294e-25
IGBP1	3.48501575413134e-29	0.588444767189985	0.871	0.688	6.46574972863987e-25
ARSJ	3.49571392988007e-29	-0.15604684505424	0.012	0.118	6.48559805410649e-25
ECI1	3.72936992296582e-29	0.642458878795249	0.871	0.792	6.91910001807849e-25
TMEM8B	3.79797764847561e-29	-0.259533382249627	0.068	0.267	7.0463879312168e-25
RASSF4	3.85559120863274e-29	-0.2327753659618	0.043	0.212	7.15327836937633e-25
PANX2	3.93882848596962e-29	-0.177590980995202	0.016	0.132	7.30770849001943e-25
CBR1	4.54835703413914e-29	-0.623240912080778	0.774	0.91	8.43856680543834e-25
TENT5A	5.18221679725175e-29	0.703962830835934	0.617	0.285	9.61456682394117e-25
SNCG	5.45529863246928e-29	-0.698105756562882	0.17	0.444	1.01212155528203e-24
MLEC	6.05578023811252e-29	-0.532084444560927	0.687	0.906	1.12352890757702e-24
EXOC6B	6.21389469623278e-29	-0.250980456077341	0.056	0.24	1.15286388299207e-24
MAEA	6.77057563832245e-29	-0.419225530591325	0.232	0.524	1.25614489817796e-24
ATP7B	6.85859895833465e-29	-0.237229758773552	0.055	0.24	1.27247586473983e-24
ETV4	7.31995274565448e-29	-0.353241846042646	0.183	0.472	1.35807083290128e-24
TGIF1	7.4291074648032e-29	0.686989431413775	0.699	0.392	1.37832230794494e-24
TARBP1	7.50074606231769e-29	-0.313026078977813	0.094	0.316	1.3916134169418e-24
PI3	8.5020070001489e-29	-0.627478572015307	0.07	0.267	1.57737735873763e-24
SNHG12	8.56985042415388e-29	0.716474269031642	0.583	0.247	1.58996434919327e-24
KDELR1	9.434383873135e-29	0.494150788794462	0.984	0.979	1.75036123998274e-24
WWC3	9.8001812656177e-29	-0.288584865460368	0.082	0.295	1.81822763021005e-24
ZDHHC21	1.15493197021583e-28	-0.229810339172779	0.05	0.226	2.14274528434143e-24
CSAD	1.16940472164072e-28	-0.335765571855514	0.115	0.354	2.16959658006002e-24
KRT8	1.19819853525764e-28	0.397846319108204	1	1	2.2230177424635e-24
MPP6	1.42060473770883e-28	-0.145321621579477	0.013	0.122	2.63564796987119e-24
LINC00926	1.43951449400456e-28	-0.126781796880477	0.008	0.101	2.67073124072665e-24
ACSL4	1.55373988132231e-28	-0.324637671006986	0.136	0.392	2.88265360181728e-24
AC008397.1	1.60818493852812e-28	-0.939324644897001	0.282	0.545	2.98366551645123e-24
NTRK2	1.70545858128164e-28	-0.267773368469873	0.066	0.26	3.16413730585183e-24
UFL1	1.75660329298308e-28	-0.438761306970354	0.217	0.497	3.2590260894715e-24
AC005725.1	1.80528567499475e-28	-0.152208007164717	0.012	0.115	3.34934651281777e-24
CD81	1.8447788687615e-28	0.598778009041834	0.971	0.927	3.42261823521321e-24
ZNF334	1.91293802292965e-28	-0.129497597124982	0.009	0.104	3.54907391394138e-24
ARAP1	2.09189853695706e-28	-0.317297362586551	0.099	0.323	3.88109935561644e-24
PMAIP1	2.17602683019339e-28	0.609632255640519	0.427	0.087	4.03718257805779e-24
LINC02562	2.34429430085078e-28	-0.265178519170709	0.086	0.302	4.34936921636845e-24
FAHD2B	2.6068681102854e-28	-0.277676465994304	0.088	0.306	4.83652240501251e-24
GNS	2.65591025656825e-28	-0.409675666234656	0.215	0.5	4.92751029901108e-24
ATP1B3	2.69116011212006e-28	0.824559904745594	0.699	0.462	4.99290935601635e-24
PRAF2	2.83941538818803e-28	-0.257811446448364	0.068	0.264	5.26796736970525e-24
SLC2A10	2.89206787354898e-28	-0.295828188930357	0.092	0.312	5.36565352579542e-24
BCL2L15	2.94238481970965e-28	0.562620299861336	0.548	0.208	5.45900655600732e-24
MED10	2.98195924080683e-28	0.604375716887841	0.78	0.556	5.53242897946891e-24
TMEM184B	3.06569640885308e-28	-0.370422333947981	0.144	0.399	5.68778654734512e-24
CARD11	3.06898246453639e-28	-0.215783292726532	0.042	0.205	5.69388316645437e-24
SUDS3	3.09261900843712e-28	-0.463627307305878	0.369	0.677	5.73773604635339e-24
AFDN	3.10059880784163e-28	-0.502155843285019	0.495	0.792	5.75254096818857e-24
HID1	3.3061383600553e-28	-0.39512193005593	0.183	0.455	6.13387849941061e-24
PROM1	3.65746283308741e-28	-0.480395092523762	0.199	0.472	6.78569079422707e-24
GNAI1	3.75108341215881e-28	-0.1640162172776	0.02	0.142	6.95938505457825e-24
MTURN	4.31442327456433e-28	-0.24781075998295	0.044	0.208	8.00454950129921e-24
MYL6B	4.543349885078e-28	-0.423336095044847	0.281	0.587	8.42927704178522e-24
PGC	5.22635286474941e-28	-2.56732861711397	0.872	0.878	9.69645246996958e-24
AGPAT2	5.31364902452229e-28	0.549101365709811	0.95	0.865	9.8584130351962e-24
CPT1A	5.98600415977545e-28	-0.306659685187544	0.135	0.389	1.11058335176314e-23
PRPS1	6.16823450267611e-28	-0.253322874258581	0.068	0.264	1.1443925472815e-23
TGFBR3L	6.48358532146885e-28	0.549943883046262	0.43	0.097	1.20289958469211e-23
SRSF11	7.3852708788166e-28	-0.536240732836893	0.648	0.875	1.37018930614684e-23
IER5L	7.56436086587225e-28	0.687920656056894	0.67	0.347	1.40341587144528e-23
AP1B1	7.5798790304898e-28	-0.334551129410671	0.134	0.382	1.40629495652677e-23
CBX5	8.1056519275096e-28	-0.42577308049068	0.213	0.493	1.50384160211086e-23
AP3S1	8.13193485795824e-28	0.563050681511685	0.63	0.309	1.50871787419699e-23
P2RX4	9.13554326264471e-28	0.568073261162654	0.533	0.198	1.69491734151847e-23
TFRC	9.78176869234564e-28	-0.411147908063852	0.194	0.469	1.81481154549089e-23
PQBP1	1.221587783967e-27	0.564949105921309	0.598	0.285	2.26641181559398e-23
TSEN15	1.23738540391919e-27	-0.428690985353092	0.309	0.611	2.29572113989128e-23
UBE2D3	1.31237538233468e-27	0.577270750051207	0.901	0.771	2.43485004684553e-23
GBA2	1.37436616001402e-27	-0.27136222103576	0.076	0.278	2.54986153667401e-23
ALDH1A1	1.38452556832302e-27	0.828191258179379	0.83	0.701	2.5687102869097e-23
KLF5	1.49671091850588e-27	0.624248638018657	0.862	0.698	2.77684776710397e-23
SEPT9	1.51964780481747e-27	-0.495802139921999	0.492	0.764	2.81940257227786e-23
HELLS	1.66197216780255e-27	-0.408587844751107	0.061	0.243	3.08345696292407e-23
MANBAL	1.69621374122537e-27	0.57958553764998	0.651	0.351	3.14698535409544e-23
BCAS2	1.80553933065259e-27	0.54927141629731	0.617	0.299	3.34981712015976e-23
TGFBR2	1.87676855799471e-27	-0.496379599958083	0.227	0.493	3.48196870564759e-23
EVA1A	1.93114907622395e-27	-0.149175222695149	0.014	0.122	3.58286088111829e-23
RPS25	2.07862773329464e-27	0.372408690722278	1	1	3.85647803358154e-23
RABAC1	2.08487313616445e-27	-0.433620942313365	0.951	0.99	3.86806512952591e-23
ELOVL5	2.24186892395114e-27	-0.180360981849276	0.023	0.149	4.15933941460655e-23
TCF7L1	2.26682785128744e-27	-0.222261081694637	0.042	0.201	4.20564571249359e-23
PCNX2	2.6654930530807e-27	-0.145927923349648	0.013	0.118	4.94528926138063e-23
APP	2.66739866503534e-27	-0.610314228335447	0.837	0.941	4.94882474324006e-23
CTXN1	2.68161413537439e-27	-0.149781269770177	0.013	0.118	4.97519870536011e-23
HIST1H1B	2.83203206004552e-27	-0.243953447447249	0.012	0.115	5.25426908100246e-23
FCGRT	2.859929625401e-27	0.596466710690507	0.879	0.743	5.30602743400648e-23
C2	2.87732702650544e-27	-0.198443473347338	0.035	0.184	5.33830483227555e-23
HK1	3.15726929615325e-27	-0.354251783109362	0.16	0.42	5.85768172515312e-23
NGEF	3.24179401480282e-27	-0.223414957657137	0.048	0.215	6.01450043566367e-23
SHB	4.17959571392021e-27	-0.463450554010996	0.282	0.573	7.75440392803616e-23
EIF3H	4.40600866820512e-27	0.463912270325095	0.98	0.931	8.17446788212096e-23
LRP6	4.73331310720395e-27	-0.349654071370934	0.15	0.406	8.78171580779549e-23
ZNF518B	4.76949929820208e-27	-0.134027255605496	0.009	0.101	8.84885204795433e-23
ADD1	5.1395896199206e-27	-0.355526586621565	0.181	0.451	9.53548062183869e-23
COMMD1	5.50529579452837e-27	-0.390109590106151	0.292	0.594	1.02139752875885e-22
SLC26A2	5.50917483487703e-27	-0.202595116617805	0.033	0.177	1.02211720711474e-22
LDHD	5.69543073547766e-27	-0.185474432539581	0.028	0.163	1.05667326435317e-22
DMAC1	5.73886772054962e-27	-0.40041149002223	0.274	0.576	1.06473212819357e-22
RPL13A	5.85739884666045e-27	0.429387642458041	1	0.993	1.08672320802091e-22
TCTN1	7.65138122793918e-27	-0.233323397014743	0.046	0.208	1.41956075921956e-22
EEF1D	8.71226529068421e-27	0.381090538162836	1	0.997	1.61638657938064e-22
REEP3	8.82974871521382e-27	0.67774087617449	0.597	0.292	1.63818327913362e-22
GPER1	9.03400628692092e-27	-0.21518247266233	0.038	0.191	1.67607918641244e-22
MDN1	9.76692758627234e-27	-0.247414510052607	0.06	0.24	1.81205807508111e-22
PUM3	9.77903049330499e-27	-0.396844352305125	0.184	0.448	1.81430352742288e-22
RHOA	1.04860195244924e-26	0.597420397586628	0.894	0.684	1.94547120237907e-22
TIAM1	1.20021919535267e-26	-0.15604684505424	0.013	0.115	2.22676667313781e-22
ST3GAL1	1.44312958717296e-26	-0.466259194601023	0.202	0.472	2.67743832308199e-22
ADAP1	1.46346091664601e-26	0.587907425270679	0.713	0.458	2.71515903865334e-22
PC	1.59399917444259e-26	-0.226889311568528	0.052	0.222	2.95734666834334e-22
CHPT1	1.65645432839165e-26	0.611941340191157	0.818	0.649	3.07321971546502e-22
ZNF629	1.72707215541571e-26	-0.200276447332707	0.039	0.191	3.20423696994277e-22
CAPNS1	1.88898819608942e-26	-0.47374347855234	0.469	0.76	3.5046398002047e-22
TLN2	1.96117915963639e-26	-0.287641261764166	0.079	0.278	3.63857569487339e-22
CD24	2.04537774129305e-26	-0.575025276631343	0.833	0.955	3.794789323421e-22
EIF3M	2.06075452864464e-26	0.532637645381846	0.865	0.736	3.8233178769944e-22
SAP18	2.10107734707653e-26	0.506274173751805	0.988	0.958	3.89812880203108e-22
EGLN3	2.19389378057766e-26	0.991031461159267	0.71	0.444	4.07033113110574e-22
RPL23A	2.32382168310151e-26	0.377368170179478	1	1	4.31138636865823e-22
ECI2	2.49569433535257e-26	0.684073950864235	0.813	0.684	4.63026170037962e-22
SLC9B2	2.51051435929368e-26	-0.171836813913649	0.025	0.153	4.65775729079756e-22
SOX2	2.64265375575588e-26	-0.36869136826044	0.155	0.406	4.90291551305388e-22
RBBP8NL	2.64413750028938e-26	-0.147358607503321	0.015	0.122	4.90566830428688e-22
CANX	3.19409076428613e-26	-0.506590348022239	0.738	0.903	5.92599659498005e-22
BDP1	3.23826035999893e-26	-0.441261017991906	0.296	0.573	6.00794444590601e-22
VPS13D	3.37139608152141e-26	-0.312701043411576	0.128	0.365	6.25495115004668e-22
NDUFB10	3.3984137257354e-26	0.449632929971468	0.986	0.972	6.30507698535688e-22
YY1	3.65850295044615e-26	0.713788999191359	0.816	0.639	6.78762052396274e-22
ZMYM4	3.75275094624373e-26	-0.306248427179481	0.133	0.375	6.962478830566e-22
ITPR3	3.76700320553006e-26	-0.450393202303902	0.28	0.559	6.98892104721992e-22
VANGL1	3.79181737139399e-26	-0.272914970120228	0.084	0.288	7.03495876914727e-22
ACTB	3.83329930940512e-26	0.433643947987134	1	0.969	7.11192020873933e-22
MT1A	4.09647019317725e-26	-0.238774565689426	0.033	0.174	7.60018114940175e-22
MAP3K4	4.27395396999532e-26	-0.258422022712194	0.081	0.281	7.92946680053231e-22
ACSS1	4.28560659648936e-26	-0.311787160995177	0.12	0.351	7.95108591846672e-22
ARHGDIB	4.29903335207368e-26	-0.28118472055019	0.081	0.281	7.9759965781023e-22
KRT19	4.57764727121892e-26	0.584549793752728	1	0.986	8.49290898229246e-22
ERGIC3	4.77934508026331e-26	0.555730082250307	0.772	0.556	8.86711892741252e-22
SNRNP70	5.00525833820655e-26	-0.44715436432783	0.424	0.715	9.28625579487461e-22
PPP1R14B	5.41964044961197e-26	-0.473647395401007	0.832	0.955	1.00550589261651e-21
TIMM13	5.57884494969318e-26	-0.495214938545954	0.683	0.896	1.03504310351657e-21
AC245297.3	5.60862410862977e-26	-0.152610376443825	0.018	0.132	1.04056803087408e-21
PPIA	5.62559174510435e-26	-0.426556867109404	0.999	1	1.04371603646921e-21
IL1R2	5.7979411406752e-26	-0.233048050483042	0.024	0.149	1.07569201982947e-21
ZNF609	6.25958950304323e-26	-0.246310270592211	0.075	0.271	1.16134164049961e-21
SND1	6.60851091505015e-26	-0.466779961741609	0.457	0.736	1.22607703006925e-21
ZMIZ1	6.72895463725753e-26	-0.304102623220273	0.122	0.354	1.24842295385039e-21
ASCC3	6.93029693495485e-26	-0.320911837803096	0.142	0.385	1.28577799034217e-21
NIPSNAP2	7.64585164513805e-26	-0.409293146667324	0.307	0.601	1.41853485572246e-21
FAM114A1	8.02350172179064e-26	-0.501379189755891	0.415	0.691	1.48860027444382e-21
PPIC	8.21415758397167e-26	-0.491109315763691	0.48	0.757	1.52397265655426e-21
SMAGP	8.79497319641645e-26	0.588179192971314	0.621	0.347	1.63173137713114e-21
ACO1	9.51807693043506e-26	-0.346321652983098	0.168	0.424	1.76588881290362e-21
PNMA2	9.64096641981044e-26	-0.321540320401475	0.104	0.319	1.78868849986743e-21
EBLN3P	1.00337411437101e-25	-0.43393480671381	0.285	0.569	1.86155999439254e-21
KCNS3	1.06294701955659e-25	-0.278812060747029	0.107	0.326	1.97208560538333e-21
BUD31	1.08246835490742e-25	0.549882251746789	0.86	0.733	2.00830353885973e-21
CCDC50	1.10369262094733e-25	-0.365396716754519	0.188	0.451	2.04768091964359e-21
SMIM27	1.10749878944347e-25	-0.235176154224091	0.074	0.267	2.05474250405447e-21
RETREG1	1.12237324591199e-25	0.65268760035592	0.538	0.233	2.08233908314052e-21
PLPP2	1.16960242059509e-25	0.471112996256669	0.978	0.962	2.16996337093007e-21
CASC8	1.170352984922e-25	-0.242213520895639	0.061	0.24	2.17135589292579e-21
MANEA	1.17341270491041e-25	-0.27135761361909	0.066	0.247	2.17703259142028e-21
ZDHHC2	1.28582182531893e-25	-0.283068257284038	0.104	0.323	2.38558523251422e-21
SLC38A10	1.31293833316988e-25	-0.387789691250955	0.228	0.507	2.43589448953007e-21
MRPS34	1.33072657862355e-25	0.494737186812411	0.961	0.903	2.46889702132027e-21
L3MBTL3	1.42264850112963e-25	-0.198321904410701	0.031	0.167	2.6394397641458e-21
COL9A3	1.46101426517468e-25	-0.447189754425853	0.191	0.448	2.71061976617858e-21
SESN1	1.5277719046362e-25	-0.183683377013593	0.029	0.163	2.83447521467154e-21
PKIG	1.62054616378531e-25	-0.247414510052607	0.059	0.233	3.00659929767089e-21
MIPOL1	1.63813753953944e-25	-0.221055170247709	0.061	0.24	3.03923657710753e-21
MUC1	1.70192429111044e-25	-0.707736596058993	0.865	0.969	3.1575801372972e-21
SLC7A7	1.74822379160775e-25	0.588759517558986	0.424	0.111	3.24347960056986e-21
SF3B5	1.78610715490537e-25	-0.45025973349271	0.598	0.844	3.31376460449593e-21
RPS3A	1.97850604720601e-25	0.335147598868797	1	1	3.67072226938131e-21
DDRGK1	1.98018835396337e-25	0.572347066812064	0.766	0.535	3.67384345310824e-21
C2CD5	1.98105442523519e-25	-0.25827818273863	0.071	0.257	3.67545027513884e-21
TFF3	2.0531111426915e-25	0.337121906883646	0.993	0.726	3.80913710303554e-21
HSPB1	2.15767739276192e-25	0.758995980131223	0.794	0.597	4.00313886679118e-21
TOP1	2.16060168106494e-25	0.555516817813333	0.875	0.75	4.00856429887978e-21
TOB1	2.53030512320733e-25	0.601852237045986	0.746	0.524	4.69447509508655e-21
BEX2	2.58187833466849e-25	-0.221672826827817	0.042	0.194	4.79015887431046e-21
SERTAD4-AS1	2.5913560521576e-25	-0.260456306719112	0.069	0.253	4.807742883568e-21
GOLGA6L10	2.63095466553584e-25	-0.183578612257092	0.027	0.156	4.88121019096865e-21
SSU72	2.69505918192004e-25	0.507880422203055	0.895	0.785	5.00014330021624e-21
TAF7	2.74764794485815e-25	0.59806207359825	0.72	0.476	5.09771123209533e-21
HES1	2.86844747591539e-25	1.0327583195333	0.766	0.545	5.32183060206582e-21
ARPC3	3.22199357506652e-25	0.398703980938586	0.998	0.993	5.97776467982091e-21
NFIA	3.25977801063835e-25	-0.392386911996133	0.193	0.448	6.04786614313733e-21
TMEM70	3.47886124524513e-25	0.8290824289398	0.561	0.26	6.45433126830329e-21
UBD	3.76361851330676e-25	-0.149781269770177	0.012	0.108	6.98264142773803e-21
NABP1	4.2010816644727e-25	0.531778911853486	0.425	0.111	7.7942668120962e-21
ECHDC3	4.28736774156472e-25	-0.284971216898495	0.112	0.333	7.95435337092503e-21
SUSD4	4.37853480009266e-25	-0.221094918840262	0.038	0.184	8.12349561461191e-21
TSPYL1	4.88520779341354e-25	-0.378483862988393	0.213	0.479	9.06352601912014e-21
LINC01133	5.4260069864918e-25	0.644855736168771	0.678	0.344	1.00668707620382e-20
CKMT1B	5.92296202380874e-25	-0.385475156200975	0.19	0.444	1.09888714427724e-20
IFT27	6.35316581767871e-25	-0.368975879307287	0.184	0.441	1.17870285415393e-20
HIP1	6.41638677209003e-25	-0.188049556255349	0.033	0.17	1.19043223782586e-20
ANP32E	6.49075641469262e-25	-0.402512587937606	0.215	0.479	1.20423003761792e-20
PTGES2	7.0043807342017e-25	-0.483055419740601	0.361	0.632	1.29952275761644e-20
RNMT	7.31431512238595e-25	0.577394198588003	0.659	0.372	1.35702488465626e-20
RPS9	7.67237671965552e-25	0.369583428794342	1	1	1.42345605279769e-20
H2AFZ	7.80978832218401e-25	0.418317598834925	0.984	0.924	1.4489500274148e-20
FIBCD1	8.08070401605595e-25	-0.248013905949664	0.073	0.26	1.49921301609886e-20
MPI	8.12313377798305e-25	-0.342736621879082	0.225	0.503	1.5070850098292e-20
ARL4C	8.47088024413532e-25	-0.477382573072734	0.261	0.538	1.57160241169443e-20
HSBP1L1	8.48936402838151e-25	0.527373106078711	0.807	0.615	1.57503170818562e-20
MRPS28	8.78051680238024e-25	-0.341733743262934	0.165	0.413	1.62904928234561e-20
DOC2A	1.07170839384871e-24	-0.204931110717632	0.029	0.16	1.98834058310752e-20
SPTBN2	1.09780728773326e-24	-0.132465663543086	0.013	0.111	2.03676186093151e-20
SLC44A4	1.16084227320582e-24	0.558064357632836	0.777	0.542	2.15371066947876e-20
TMC5	1.22435161576884e-24	0.459414495321423	0.983	0.892	2.27153955273594e-20
CCDC191	1.29831671189758e-24	-0.216968703250282	0.045	0.198	2.40876699558358e-20
MEGF8	1.37059930304432e-24	-0.18855480359746	0.028	0.156	2.54287288693813e-20
USP9Y	1.46172356063173e-24	-0.182490574100759	0.031	0.163	2.71193572204005e-20
COL9A2	1.48612671248966e-24	-0.204464244296141	0.037	0.181	2.75721088968206e-20
GNPDA2	1.5077997848472e-24	-0.174965481952384	0.027	0.153	2.79742094082701e-20
