p_val	avg_log2FC	pct.1	pct.2	p_val_adj
REX1BD	2.17364210755643e-41	-0.261502983689034	0.168	0.368	3.75583619764676e-37
COX16	2.39002205675461e-41	-0.227859323455459	0.069	0.231	4.12971911186628e-37
DRAP1	2.8734981672295e-41	-0.267687329880268	0.296	0.522	4.96511748315584e-37
SLC38A10	3.12204103388013e-41	-0.240025134484164	0.104	0.283	5.39457470244148e-37
RNF183	3.69266304783291e-41	-0.211897642003806	0.027	0.162	6.38055248035049e-37
PHLDB2	3.8976095657238e-41	0.184678733212285	0.106	0.011	6.73467956861416e-37
RPL24	4.00266729401006e-41	0.221576211329378	1	1	6.91620881731998e-37
ERI3	4.72319920001551e-41	-0.21707770283569	0.058	0.213	8.16121589770681e-37
TMEM176B	4.9547206928805e-41	-0.227292089389876	0.049	0.199	8.56126188522821e-37
CTGF	6.34661442055238e-41	0.34445843363606	0.201	0.065	1.09663150572725e-36
RTL8A	6.3950772333074e-41	-0.283179891903785	0.223	0.433	1.10500539514318e-36
UQCRHL	8.42607059467012e-41	0.148250605919293	0.112	0.014	1.45594073805305e-36
STC2	8.46963625606336e-41	-0.23243498794196	0.062	0.222	1.46346844868519e-36
TCN1	8.63673471753359e-41	-0.686034033515899	0.279	0.469	1.49234139184263e-36
PSMD9	8.86873612214787e-41	-0.215508636352758	0.072	0.235	1.53242891454593e-36
RPS6KA4	8.91385113009327e-41	-0.194791140973863	0.031	0.167	1.54022433676882e-36
NDRG2	9.02443539398525e-41	-0.22245535994346	0.069	0.23	1.55933219172671e-36
PITHD1	1.03048226208226e-40	-0.260048978020178	0.234	0.45	1.78057030065194e-36
PARP4	1.15646481808177e-40	-0.284829861690577	0.246	0.457	1.99825555916349e-36
EIF2S2	1.3945583310203e-40	0.392036447090662	0.913	0.849	2.40965734016998e-36
SUMO3	1.47305314323933e-40	-0.290137938332702	0.281	0.496	2.54528852620324e-36
PHC2	2.16419105824142e-40	-0.271532130894061	0.243	0.457	3.73950572953535e-36
IL17RE	2.20892291894572e-40	-0.192991985210958	0.033	0.171	3.8167979116463e-36
SPCS3	2.23401945657336e-40	-0.283236250242695	0.26	0.479	3.86016221901311e-36
IHH	2.31222080669187e-40	-0.190034902998583	0.02	0.146	3.99528633188289e-36
EXOSC7	2.80952846828328e-40	-0.255589415187858	0.134	0.318	4.85458424034668e-36
AIG1	3.91689944287242e-40	-0.256905879483133	0.208	0.419	6.76801054733925e-36
ATP5MF	3.93342537261296e-40	-0.308971380304942	0.715	0.863	6.79656570133794e-36
DYNC2H1	3.96040330398502e-40	-0.179102496831616	0.013	0.132	6.84318086895572e-36
NT5C	4.3018560664836e-40	-0.292098963148961	0.334	0.551	7.43317709727701e-36
RTL8C	4.93977128543579e-40	-0.242517719624773	0.092	0.261	8.5354308041045e-36
ARNTL2	5.07152474472473e-40	0.224983611749696	0.175	0.048	8.76308760640986e-36
LRP1	5.52459008859238e-40	-0.251760850661655	0.097	0.266	9.54593921407877e-36
RPS4X	5.77611112696974e-40	-0.246754065432363	0.999	1	9.98054241629101e-36
HIPK2	5.83423308234709e-40	-0.209665095961846	0.048	0.195	1.00809713429875e-35
NR1H2	6.05080403173842e-40	-0.240447223585334	0.112	0.289	1.04551842864408e-35
MT-CO2	6.92334666366931e-40	0.17390374454638	1	1	1.19628507001542e-35
ACTR1B	7.2542370000216e-40	-0.22153261103334	0.097	0.271	1.25345961123373e-35
RPL8	7.70493056616332e-40	0.2034117306267	1	1	1.33133495252736e-35
AES	8.04585653175949e-40	-0.311558307261845	0.401	0.628	1.39024355012272e-35
ASS1	8.94923058757889e-40	-0.260347373581679	0.189	0.396	1.54633755322776e-35
APPL1	1.96254014282682e-39	-0.254587293802787	0.13	0.311	3.39107311279047e-35
GRAMD4	1.96522015998872e-39	-0.201521673081721	0.046	0.189	3.3957039144445e-35
SLC25A5	2.00125559334234e-39	-0.360551359174336	0.883	0.905	3.45796953973623e-35
PI3	2.06533872450053e-39	-0.242289595490806	0.003	0.109	3.56869878206446e-35
BLOC1S2	2.11717181223263e-39	-0.236217090267626	0.112	0.289	3.65826117435676e-35
CYB5B	2.14088136536756e-39	0.399122313285903	0.479	0.314	3.69922891121861e-35
KCNQ1OT1	2.14399900612008e-39	0.375987921924264	0.313	0.149	3.70461588267489e-35
CCND2	2.16814795360706e-39	0.184854675234573	0.11	0.015	3.74634284903763e-35
SLC6A8	2.30519563604026e-39	-0.720285141437031	0.181	0.368	3.98314753951397e-35
CDH17	2.51750073735401e-39	-0.340340857426013	0.252	0.459	4.349989524074e-35
CADM1	2.5764828127514e-39	-0.162825952287513	0.004	0.111	4.45190465215315e-35
RRAGA	2.63230903823002e-39	-0.246519117729473	0.128	0.308	4.54836678715765e-35
SLC25A37	2.76265699308278e-39	-0.266165756938528	0.203	0.409	4.77359501834773e-35
GPX8	3.81444425589103e-39	-0.181772606716807	0.02	0.143	6.59097822975411e-35
PTGES3	4.00589473696702e-39	0.347289418856288	0.92	0.857	6.92178551600531e-35
TIMM13	4.0558287737712e-39	-0.313285940869165	0.375	0.595	7.00806653819926e-35
C19orf24	4.40635972605522e-39	-0.253119730452626	0.159	0.35	7.61374897065082e-35
CDC37	5.30160312323377e-39	-0.283850456168524	0.306	0.52	9.16064003663563e-35
YWHAH	6.01131540987089e-39	0.455732227504667	0.539	0.397	1.03869518967159e-34
GCNT1	6.1592163798592e-39	-0.263650330799054	0.108	0.28	1.06425099827587e-34
MBD2	6.60995094166389e-39	-0.260179737854182	0.185	0.382	1.1421334232101e-34
IRS1	7.08034412707767e-39	-0.183004208048208	0.019	0.141	1.22341266171775e-34
ATP5MC3	9.79922808221163e-39	-0.279763394434818	0.953	0.977	1.69320862032535e-34
AMN	1.03340255551013e-38	-0.286088193404408	0.28	0.494	1.78561627566595e-34
TMEM243	1.04077331295098e-38	-0.231391672860782	0.08	0.24	1.798352207448e-34
LRP10	1.31065489034466e-38	-0.27954501650877	0.336	0.557	2.26468058502653e-34
CCDC85B	1.5299045434072e-38	-0.243579654120742	0.31	0.537	2.6435220605533e-34
PFKL	1.81786998117949e-38	-0.273906637153219	0.344	0.562	3.14109754048004e-34
ORAI1	1.89769236909523e-38	-0.209267244390935	0.078	0.238	3.27902264455965e-34
DNAJB12	2.01989092670813e-38	-0.212237480944769	0.073	0.23	3.49016953225898e-34
CLDN2	2.28078503826753e-38	-0.199991344786837	0.01	0.121	3.94096846762247e-34
LTBP4	2.76500791002777e-38	-0.226033623840511	0.099	0.267	4.77765716773698e-34
DSC3	2.83657080985541e-38	-0.158158632538571	0.006	0.113	4.90131070234916e-34
MSRB2	3.10949858250847e-38	-0.265159903152387	0.33	0.559	5.37290260071639e-34
CORO1B	3.65404746202069e-38	-0.253707168473643	0.277	0.494	6.31382860962555e-34
PPP1R14D	3.75139248077042e-38	-0.27664184642651	0.205	0.405	6.48203106752321e-34
PRSS2	5.51672377997994e-38	-0.456041903078014	0.024	0.149	9.53234701942733e-34
CHCHD5	5.60896150216574e-38	-0.267547483409177	0.229	0.431	9.69172457959218e-34
RTN4R	6.52698966606965e-38	-0.196356984962384	0.041	0.177	1.12779854440017e-33
PKIB	6.64371558473122e-38	-0.329409194130855	0.13	0.303	1.14796761588571e-33
CYTH2	6.73553369905552e-38	-0.228835446909382	0.134	0.317	1.1638328678598e-33
MAP4	7.00199471073955e-38	-0.232979361845143	0.139	0.321	1.20987466606869e-33
SEPT11	7.09112626558516e-38	-0.272236296896903	0.236	0.441	1.22527570743046e-33
TOM1L1	7.15157111862718e-38	-0.251228468917091	0.239	0.448	1.23571997358759e-33
GDF15	7.56183301380861e-38	-0.534373987623522	0.219	0.403	1.30660912645599e-33
CXXC5	7.76050271908149e-38	-0.279341351460928	0.246	0.446	1.34093726483009e-33
AC025154.2	8.64678968714044e-38	-0.174896320360425	0.021	0.142	1.494078790041e-33
PCBP1	8.72332640212962e-38	0.384541773362406	0.704	0.594	1.50730356902398e-33
ELOF1	9.67193795193895e-38	-0.225455419515761	0.133	0.314	1.67121415871553e-33
GPX2	9.89974523829081e-38	0.44366536937146	0.907	0.839	1.71057697972427e-33
NDUFB9	9.96865943655221e-38	-0.283948837939483	0.459	0.673	1.72248466404186e-33
CTH	1.09453759942226e-37	-0.205530318548373	0.04	0.176	1.89125151804172e-33
METTL7B	1.1071507047422e-37	-0.201215420605635	0.037	0.169	1.91304570272405e-33
FAIM2	1.13640629374002e-37	-0.171759749011392	0.011	0.121	1.96359643495338e-33
TUBA1C	1.33199317374009e-37	-0.279730641286378	0.612	0.79	2.30155100490549e-33
TCEAL4	1.44974203314022e-37	-0.246725684588025	0.136	0.315	2.50500925906298e-33
MED11	1.4614520460535e-37	-0.219425720274245	0.093	0.257	2.52524299037584e-33
TFAM	1.78361178824431e-37	-0.243811373335611	0.174	0.365	3.08190280890735e-33
PTMS	1.79760803614704e-37	-0.295099156989953	0.306	0.521	3.10608692565847e-33
GPRC5C	1.82883997794524e-37	-0.29804480278349	0.291	0.495	3.16005259789158e-33
GADD45A	2.0217688460361e-37	0.513447371728242	0.647	0.511	3.49341438906578e-33
ECI2	2.12048274602195e-37	-0.270425663953834	0.312	0.534	3.66398213685133e-33
PDCD7	2.12352462477882e-37	-0.245653534034934	0.173	0.362	3.66923819915533e-33
COA4	2.19156529447575e-37	-0.281973154376469	0.393	0.611	3.78680567232465e-33
CCDC51	2.21554489005481e-37	-0.234430281569229	0.091	0.253	3.82824001552571e-33
TCEAL9	2.23948344924359e-37	-0.223757033069566	0.084	0.244	3.869603451948e-33
MCEE	2.27821383888376e-37	-0.203591233841277	0.052	0.194	3.93652569220725e-33
QTRT1	2.35091484068758e-37	-0.207305959936	0.054	0.196	4.06214575322407e-33
UBA52	2.68427481745197e-37	0.238146887301506	0.999	0.996	4.63815845707526e-33
ARPC4	2.79255239260172e-37	-0.241987936978558	0.23	0.438	4.82525127917652e-33
GALNT12	2.80129904119211e-37	-0.235621397839948	0.112	0.281	4.84036461327585e-33
APPL2	2.84626493343826e-37	-0.223816032708161	0.097	0.261	4.91806117848796e-33
RPS29	2.8679589712819e-37	0.217328993508205	1	1	4.95554630647799e-33
DGKZ	2.92617417372731e-37	-0.20237279941706	0.06	0.207	5.05613635478341e-33
CASC4	3.9498600701228e-37	-0.265481726252537	0.195	0.388	6.82496321516518e-33
C15orf61	4.2411208914316e-37	-0.245740485093299	0.143	0.322	7.32823278830467e-33
LMAN2	4.39452370081878e-37	-0.291979278280067	0.522	0.72	7.59329750264477e-33
ATP6AP1	4.72536353334294e-37	-0.2489076162134	0.199	0.395	8.16495564926327e-33
SURF2	4.76590058671787e-37	-0.230885741780382	0.099	0.261	8.23499962378981e-33
HPCAL1	5.73767560044604e-37	-0.272991213763591	0.224	0.425	9.91412967001072e-33
ATF3	5.90376038253473e-37	0.425629621876591	0.281	0.133	1.02011075649818e-32
KRT19	7.05042174626965e-37	-0.328824920955481	1	1	1.21824237353793e-32
CDKN1C	7.33176113357204e-37	0.264539969567616	0.223	0.084	1.26685500626991e-32
RSPH1	1.02283761449402e-36	-0.218025275153287	0.074	0.226	1.76736111408421e-32
ARL16	1.1790636866885e-36	-0.241824169507631	0.16	0.343	2.03730414422906e-32
GALE	1.18862460250485e-36	-0.309206515188916	0.398	0.612	2.05382445066813e-32
CCPG1	1.42958422846422e-36	-0.241758430966245	0.198	0.395	2.47017858836332e-32
MRPL33	1.52114696682045e-36	-0.28123279795141	0.491	0.716	2.62838984396905e-32
FMO5	1.76284539697759e-36	-0.198679939979523	0.036	0.164	3.04602056143758e-32
LPGAT1	1.85253336334813e-36	-0.230516104679727	0.101	0.264	3.20099239852923e-32
KIF13B	2.28105980611751e-36	-0.235616011323122	0.138	0.315	3.94144323899044e-32
KIF9	2.33860004690646e-36	-0.201825442036222	0.069	0.218	4.04086702104967e-32
NUBP2	2.42167409257518e-36	-0.221208056823061	0.137	0.315	4.18441066456065e-32
MARCH9	2.47468929903097e-36	-0.184704116719923	0.041	0.174	4.27601563979562e-32
SHMT2	2.54267991397649e-36	-0.253286790284007	0.22	0.417	4.39349662335997e-32
PSMC5	2.77543547292474e-36	-0.270447618506071	0.324	0.534	4.79567495366665e-32
ENTPD2	2.8092926966087e-36	-0.228998644447322	0.089	0.245	4.85417685047017e-32
LMTK3	2.93870294229445e-36	-0.22281099737877	0.107	0.276	5.07778481399058e-32
TAF12	3.00434477350294e-36	-0.221387552860756	0.125	0.302	5.19120733413573e-32
ARF1	3.18750871072409e-36	-0.265887872388404	0.776	0.907	5.50769630126016e-32
CSTB	3.31611517107659e-36	0.415247967627974	0.995	0.997	5.72991540410324e-32
CFAP298	3.34755387910348e-36	-0.242566802928922	0.18	0.365	5.7842383477029e-32
IDH3B	4.94711882580334e-36	-0.22484823922267	0.144	0.324	8.54812661910559e-32
HMOX2	5.38800887618722e-36	-0.250487496718226	0.186	0.374	9.30994053716391e-32
TM7SF3	5.49805579956886e-36	0.373795760375078	0.367	0.208	9.50009061607503e-32
C11orf49	5.7026480357038e-36	-0.195967234460908	0.064	0.21	9.8536055408926e-32
UNC119	5.73057916527194e-36	-0.219480244134119	0.111	0.277	9.90186773967339e-32
HNF1B	6.83474314247688e-36	-0.145498918447089	0.005	0.104	1.18097526758858e-31
CPVL	7.25714848503791e-36	-0.315868397939943	0.177	0.356	1.2539626867297e-31
LPCAT1	7.42242105619614e-36	-0.191495876201172	0.044	0.177	1.28252013430013e-31
SLC9A3R1	8.125982861155e-36	-0.270781051754342	0.334	0.55	1.40408857857897e-31
SELENBP1	8.54906742427995e-36	-0.190821751636519	0.046	0.18	1.47719336024133e-31
TCIM	9.32756029770519e-36	-0.206573784229046	0.032	0.157	1.61170914384048e-31
COQ8A	1.12196587538374e-35	-0.235918455189095	0.112	0.277	1.93864483607557e-31
HEXB	1.13516390268477e-35	-0.266050100991121	0.269	0.467	1.96144970744901e-31
CHPT1	1.1620642327492e-35	0.480073021963984	0.582	0.469	2.00793078776735e-31
SSBP3	1.18118562293533e-35	-0.233665688629668	0.127	0.297	2.04097063786996e-31
ATP1B1	1.19961603749984e-35	-0.372580204992559	0.893	0.949	2.07281655119597e-31
RPL38	1.21727930144938e-35	0.230629576684949	1	1	2.10333690497438e-31
IFI16	1.2647262003851e-35	-0.171722062075537	0.031	0.156	2.18532040164541e-31
PPP1R16A	1.36096640925472e-35	-0.246170699511772	0.186	0.378	2.35161385855123e-31
POLR2C	1.38146061130048e-35	-0.236732648407419	0.228	0.429	2.3870257902661e-31
CHMP4A	1.41794412785032e-35	-0.254398462323627	0.221	0.414	2.45006565851257e-31
PSMD7	1.67539347265891e-35	0.426393832398898	0.587	0.469	2.89491238140733e-31
XPA	1.75355324327973e-35	-0.233868349036855	0.201	0.392	3.02996464906305e-31
TMEM18	2.04500592784338e-35	-0.252172892611766	0.2	0.386	3.53356574272058e-31
BPIFB1	2.09774590865647e-35	0.0126039720840315	0.072	0.227	3.62469515556751e-31
HNRNPH2	2.11722986139414e-35	-0.227585312900951	0.155	0.335	3.65836147750294e-31
EMC10	2.14678994304442e-35	-0.21835247951387	0.141	0.318	3.70943834258645e-31
RPL12	2.507949961724e-35	0.239757892078689	1	1	4.33348673886289e-31
DHRS4-AS1	2.59558887384151e-35	-0.203873916572703	0.077	0.226	4.48491801511074e-31
RNF126	2.6776746353129e-35	-0.232282416652445	0.177	0.363	4.62675400235716e-31
RAB11A	2.88329050075665e-35	0.389071643987662	0.751	0.679	4.98203765625742e-31
OGFOD3	2.95720650448795e-35	-0.210131208761107	0.07	0.215	5.10975711910472e-31
UBE2L6	3.01417387938732e-35	-0.191042810903711	0.056	0.196	5.20819104619335e-31
DPM3	3.19299365312614e-35	-0.266275429686807	0.349	0.557	5.51717373323665e-31
SFPQ	3.21064671560078e-35	-0.29575824657395	0.439	0.641	5.54767645988659e-31
CDK10	3.32711533261984e-35	-0.218955298668534	0.122	0.292	5.74892258323382e-31
ZNF267	3.45657507207517e-35	0.251955218032319	0.241	0.099	5.97261606703869e-31
SELENOP	4.00987002053849e-35	-0.181299714752727	0.053	0.194	6.92865440848846e-31
CTSH	4.14884257435781e-35	-0.256214593160736	0.344	0.561	7.16878508423287e-31
R3HCC1	4.55729470333444e-35	-0.183496957573427	0.046	0.178	7.87454951789157e-31
CXCL1	4.69018880758177e-35	-0.538417533361402	0.037	0.162	8.10417724062054e-31
PHF14	4.94653700415698e-35	-0.267462283709104	0.241	0.431	8.54712128948284e-31
LAMTOR2	5.47175078682254e-35	-0.278100212290993	0.418	0.634	9.45463818455067e-31
DALRD3	5.68434734248153e-35	-0.200689374440884	0.062	0.203	9.82198377307384e-31
SNX17	5.74860310680003e-35	-0.238382415644388	0.145	0.317	9.93301130823978e-31
GRK2	5.75442742191444e-35	-0.229581143634382	0.142	0.316	9.94307514232596e-31
LINC00667	5.9484626344761e-35	-0.21486947320971	0.113	0.278	1.02783485861112e-30
SUN2	6.4469454196227e-35	-0.245329660413439	0.143	0.316	1.11396769905661e-30
RER1	6.52851500002248e-35	-0.280928716715291	0.41	0.612	1.12806210685388e-30
WASHC3	6.92880064522577e-35	-0.228800849403829	0.177	0.363	1.19722746348856e-30
MRPS33	7.00709729344476e-35	-0.257105490911928	0.32	0.528	1.21075634133432e-30
REEP4	7.3081914413239e-35	-0.178548061929558	0.047	0.18	1.26278239914636e-30
NDUFA6	8.84070104519667e-35	-0.259961752384122	0.501	0.71	1.52758473359953e-30
CPTP	8.98754974866493e-35	-0.188537247635067	0.057	0.196	1.55295872107181e-30
RORC	9.82332562391241e-35	-0.147348082971478	0.009	0.111	1.69737243455583e-30
RNF187	1.04557503891888e-34	-0.225046769612935	0.206	0.4	1.80664910974793e-30
SPTBN1	1.05384581261741e-34	-0.353351738006458	0.494	0.686	1.82094017962162e-30
GATA6-AS1	1.11773461764939e-34	-0.172334257950909	0.031	0.152	1.93133364583638e-30
MAGED1	1.24768542090271e-34	-0.231701181120516	0.119	0.282	2.15587563877778e-30
PGP	1.27330332762389e-34	-0.236251804361433	0.216	0.412	2.20014081980131e-30
ERLEC1	1.31761681130372e-34	-0.240457002347722	0.241	0.438	2.2767100882517e-30
CARS	1.3251250790894e-34	-0.230639731062125	0.198	0.39	2.28968362415858e-30
ARV1	1.6678634011068e-34	-0.196697133800267	0.063	0.203	2.88190117077244e-30
HSD17B8	1.73867085709822e-34	-0.207624353150532	0.069	0.212	3.00424937398001e-30
LAMP1	1.84588949233209e-34	-0.26170612447583	0.322	0.526	3.18951245380062e-30
GOLGB1	1.86667597580431e-34	-0.325912163243206	0.499	0.684	3.22542941859226e-30
HIST1H1E	2.33479469356921e-34	-0.154795645463501	0.014	0.12	4.03429175101824e-30
PSIP1	2.36682590663483e-34	-0.206241809647769	0.076	0.223	4.08963848407432e-30
C19orf66	2.52775240810174e-34	-0.187536845156813	0.056	0.193	4.36770338595899e-30
TMEM37	2.71416281958679e-34	-0.178881486563201	0.044	0.174	4.68980193596401e-30
CES2	2.97495699745889e-34	-0.416485878387902	0.307	0.483	5.14042819590921e-30
USH1C	3.06169137754391e-34	-0.250650859659514	0.339	0.552	5.29029653125813e-30
TPM1	3.56661831502576e-34	-0.41092314188377	0.609	0.757	6.16275978653302e-30
MRPS17	3.7128716128117e-34	-0.196554180470908	0.052	0.185	6.41547085977734e-30
SIL1	3.98522766403193e-34	-0.206809163262746	0.113	0.275	6.88607488068077e-30
GPAA1	4.28019553562598e-34	-0.222621888446324	0.142	0.313	7.39574986600813e-30
NBEAL2	4.50336321078841e-34	-0.175881654788537	0.036	0.159	7.7813612919213e-30
C8orf82	4.62764323019646e-34	-0.206653460897399	0.09	0.243	7.99610473745647e-30
ATP6AP2	4.98524391800874e-34	-0.266685478309739	0.344	0.545	8.6140029659273e-30
HSD17B10	5.71965459548362e-34	-0.244895139582674	0.186	0.364	9.88299117553615e-30
BNIP3	5.74266048960128e-34	-0.391084977388315	0.2	0.375	9.92274305998205e-30
GNAS	6.56652713732195e-34	0.330794136288565	0.971	0.968	1.13463022405786e-29
OS9	6.62452212526861e-34	-0.233102653891415	0.228	0.424	1.14465117802516e-29
RBM5	6.65140764474917e-34	-0.208048923383229	0.092	0.246	1.14929672693621e-29
LHPP	6.94367015863389e-34	-0.169267632638316	0.036	0.158	1.19979676671035e-29
MICALL2	7.01777464396663e-34	-0.211860746001488	0.106	0.264	1.21260128073099e-29
TMEM141	7.76369025815408e-34	0.487810422619289	0.593	0.484	1.34148803970644e-29
SCP2	8.17524935042487e-34	-0.284937068437177	0.579	0.739	1.41260133525991e-29
GLRX2	8.72508570831781e-34	-0.221667377775809	0.15	0.322	1.50760755954023e-29
AGA	8.82359712731344e-34	-0.16127469332754	0.022	0.133	1.52462934762849e-29
KRAS	8.91689968349486e-34	0.412275728636897	0.517	0.386	1.54075109631108e-29
SLC9B2	9.1306552636148e-34	-0.150887244159204	0.012	0.115	1.577685923e-29
ITGB5	1.0166779031621e-33	-0.18346587646235	0.067	0.208	1.75671774887379e-29
SUMF2	1.05565360470574e-33	-0.251677887980568	0.219	0.402	1.82406386357105e-29
TBCB	1.20351571990325e-33	-0.236415469566284	0.206	0.393	2.07955481242082e-29
RPS24	1.40367805501274e-33	0.188835323093415	1	1	2.42541531125652e-29
PDIA4	1.58997460955683e-33	-0.264972008091063	0.372	0.581	2.74731712785325e-29
SDF2	1.60530058429154e-33	-0.236175092614684	0.229	0.421	2.77379887959736e-29
UBE2E3	1.72202062216562e-33	-0.240491566767042	0.24	0.432	2.97547943303998e-29
GBP2	2.1915136704032e-33	-0.25835085977249	0.251	0.447	3.78671647108969e-29
RNF207	2.20333978506788e-33	0.227409041834116	0.225	0.091	3.80715081461879e-29
SHOC2	2.51295832702852e-33	-0.199952970370416	0.094	0.247	4.34214069327257e-29
COA5	2.5688335450412e-33	-0.226930834757322	0.244	0.438	4.43868748247669e-29
GTPBP6	2.66223729547441e-33	-0.225184132074681	0.166	0.34	4.60007982285023e-29
PYCR2	2.66475485580786e-33	-0.213383092490517	0.085	0.231	4.60442991535041e-29
SEC62	2.84703424763153e-33	-0.277674913966438	0.631	0.811	4.91939047648252e-29
SRPRB	3.26672025541281e-33	-0.206882076802742	0.09	0.239	5.6445659293278e-29
HNRNPC	3.27533191328379e-33	0.417874987338515	0.786	0.717	5.65944601296305e-29
ATP5MD	3.48992953009722e-33	0.300055202031418	0.938	0.903	6.03024923505498e-29
TAF1D	3.87751185648164e-33	0.384868538673543	0.79	0.708	6.69995273681463e-29
SNAPIN	3.9865269862804e-33	-0.19819692992517	0.091	0.241	6.8883199795939e-29
PNP	4.13364189369242e-33	-0.241357752647695	0.18	0.36	7.14251982811113e-29
POLR2F	4.75905908492036e-33	-0.251294403172234	0.291	0.487	8.22317819283388e-29
NEIL1	5.7167766998021e-33	-0.155926084572129	0.018	0.124	9.87801845958805e-29
NDFIP1	7.30054690355198e-33	-0.248163925951415	0.286	0.484	1.26146149946475e-28
WSB2	7.83628853108813e-33	0.317904685750856	0.377	0.221	1.35403229528672e-28
CHDH	8.28530544891414e-33	-0.214850768934464	0.101	0.253	1.43161792851787e-28
NUDT2	9.01162998355626e-33	-0.231057203793138	0.151	0.32	1.55711954485869e-28
BOD1L1	9.47129532610593e-33	-0.26385588265969	0.314	0.516	1.63654511939784e-28
SEPHS2	9.76253130366853e-33	-0.218584832450448	0.253	0.451	1.68686778396089e-28
IP6K2	1.01768804412466e-32	-0.198249976372107	0.145	0.32	1.75846317144299e-28
CNPPD1	1.14648675210196e-32	-0.205290549291445	0.092	0.24	1.98101445895697e-28
TLN2	1.17707611000663e-32	-0.153171902983838	0.016	0.118	2.03386981048045e-28
MRPS11	1.28376269786379e-32	-0.214444587099693	0.171	0.348	2.21821356563884e-28
GLT8D1	1.40846737473969e-32	-0.185649461303356	0.063	0.198	2.43369077681272e-28
FAM118B	1.43124814932339e-32	-0.181615075067763	0.047	0.173	2.47305367721588e-28
GPX4	1.44661727291181e-32	0.352164198174032	0.954	0.925	2.49960998586432e-28
GEMIN7	1.53141357093102e-32	-0.191940530233754	0.083	0.229	2.6461295092117e-28
UACA	1.60827596069485e-32	-0.250408583430825	0.154	0.32	2.77894003248464e-28
KCTD17	1.73292418521303e-32	-0.138907601277285	0.01	0.106	2.99431969962959e-28
PIK3R1	1.75351398045041e-32	-0.234412229309956	0.12	0.277	3.02989680682026e-28
NASP	1.7884958955976e-32	-0.230455156552425	0.196	0.38	3.09034205800309e-28
TBC1D20	1.93160001448035e-32	-0.176893674324588	0.057	0.19	3.3376116650206e-28
TOR2A	1.94902107777927e-32	-0.163358633137205	0.029	0.143	3.3677135202948e-28
DNTTIP2	2.22289734088882e-32	-0.232041481599539	0.23	0.417	3.84094431532179e-28
TMEM246	2.24786844313459e-32	-0.185954273220233	0.072	0.212	3.88409188289227e-28
KALRN	2.42380416892453e-32	-0.19722476134568	0.069	0.206	4.18809122348469e-28
SEC61A1	2.43685140893693e-32	-0.2428006509353	0.16	0.329	4.21063554950212e-28
CYP4F12	2.52069950463183e-32	-0.182981758178511	0.05	0.178	4.35551667405334e-28
S100A16	2.57691027262293e-32	-0.294229964784277	0.88	0.93	4.45264326006517e-28
ARRDC4	2.73020561577768e-32	-0.188408773349801	0.069	0.208	4.71752228350226e-28
UQCRQ	2.75320740546518e-32	-0.249639750708609	0.876	0.934	4.75726707590328e-28
VRK2	2.81168445768306e-32	0.199828291682402	0.158	0.048	4.85830957443057e-28
ISCA2	2.93540253939412e-32	-0.213635446509212	0.165	0.339	5.07208204781911e-28
COX5A	3.01729727633679e-32	-0.254596230385112	0.879	0.937	5.21358796378234e-28
FGFR4	3.07335312002779e-32	-0.200004247892729	0.066	0.2	5.31044685609601e-28
MRPL55	3.52893795166068e-32	-0.232846987833857	0.203	0.383	6.09765188667449e-28
LUC7L3	4.47884515469244e-32	-0.308489804753776	0.485	0.68	7.73899654279307e-28
TGFBR2	4.72353389553578e-32	-0.24018940867978	0.181	0.353	8.16179421809627e-28
ANKRD36C	5.15441329837693e-32	-0.321102977689732	0.179	0.348	8.9063107382655e-28
TRIP11	5.28862795681123e-32	-0.231299869072161	0.163	0.332	9.13822024657413e-28
SON	5.30697993251875e-32	-0.258709407799642	0.615	0.794	9.16993062539915e-28
CRYBG1	5.31688597743468e-32	-0.172244115651304	0.038	0.157	9.18704728040938e-28
UBALD2	5.63301828088512e-32	-0.137984008291969	0.242	0.441	9.73329228754141e-28
NDUFB3	5.70975943659664e-32	-0.284268511335462	0.549	0.724	9.86589333049533e-28
MOGS	5.7356953992265e-32	-0.203704612380256	0.101	0.252	9.91070808032348e-28
BCL2L14	5.76233691923664e-32	0.322700998370995	0.338	0.189	9.95674196274899e-28
ADM2	6.13095908812883e-32	-0.157089633993386	0.026	0.136	1.05936842083778e-27
RPS3	6.15494559418742e-32	-0.218333506716752	1	1	1.06351304921964e-27
IFT20	6.38077453453339e-32	-0.221963009049801	0.231	0.417	1.10253403182202e-27
ARL2BP	6.45773364517444e-32	-0.191562335640755	0.089	0.235	1.11583179654969e-27
ATXN7L3B	6.92265395115765e-32	-0.240648557416122	0.204	0.381	1.19616537622053e-27
NT5DC1	8.2199861152965e-32	-0.240135385611546	0.256	0.442	1.42033140086208e-27
NTMT1	8.38701210874416e-32	-0.241647108556939	0.193	0.367	1.4491918222699e-27
TNKS1BP1	8.42800818879226e-32	-0.200101483154909	0.088	0.233	1.45627553494141e-27
ASMTL	1.13335822014876e-31	-0.155827985429475	0.045	0.169	1.95832966859504e-27
DNPEP	1.24417306685417e-31	-0.208057750918787	0.128	0.287	2.14980664221733e-27
DYNLRB1	1.25539980031706e-31	0.360236838560782	0.855	0.821	2.16920531496784e-27
CCND3	1.26489578313508e-31	-0.162400639352961	0.04	0.16	2.1856134236791e-27
